Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
32363350,01/07/2016 11:19:00 PM,01/07/2016 11:19:00 PM,DSNY,Brooklyn North 03,Derelict Vehicles,14 Derelict Vehicles,Street,11216,186 MADISON STREET,MADISON STREET,BEDFORD AVENUE,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Pending,,,01/07/2016 11:19:00 PM,03 BROOKLYN,BROOKLYN,997611,188686,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68456616788651,-73.9518253448523,"(40.68456616788651, -73.9518253448523)"
32365811,01/07/2016 11:18:18 PM,01/08/2016 01:32:24 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11212,466 EAST 95 STREET,EAST 95 STREET,WILLMOHR STREET,CHURCH AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/08/2016 07:18:18 AM,The Police Department issued a summons in response to the complaint.,01/08/2016 01:32:24 AM,17 BROOKLYN,BROOKLYN,1007189,178290,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.65601184492572,-73.9173261340809,"(40.65601184492572, -73.9173261340809)"
32360184,01/07/2016 11:18:00 PM,,DSNY,BCC - Queens East,Missed Collection (All Materials),1 Missed Collection,Sidewalk,11354,25-37 150 STREET,150 STREET,25 DRIVE,26 AVENUE,,,ADDRESS,Flushing,,DSNY Garage,Open,,,,07 QUEENS,QUEENS,1035471,221644,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.774889489374786,-73.81506604237403,"(40.774889489374786, -73.81506604237403)"
32359119,01/07/2016 11:17:51 PM,01/08/2016 01:05:56 AM,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Club/Bar/Restaurant,10009,339 EAST 10 STREET,EAST 10 STREET,AVENUE A,AVENUE B,,,ADDRESS,NEW YORK,,Precinct,Closed,01/08/2016 07:17:51 AM,The Police Department responded to the complaint and determined that police action was not necessary.,01/08/2016 01:05:56 AM,03 MANHATTAN,MANHATTAN,989672,204179,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.727099222088775,-73.9804378653633,"(40.727099222088775, -73.9804378653633)"
32366838,01/07/2016 11:17:36 PM,01/08/2016 02:13:48 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10314,405 TRAVIS AVENUE,TRAVIS AVENUE,DENKER PLACE,NEHRING AVENUE,,,ADDRESS,STATEN ISLAND,,Precinct,Closed,01/08/2016 07:17:36 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,01/08/2016 02:13:48 AM,02 STATEN ISLAND,STATEN ISLAND,941067,153975,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.5891967755653,-74.15547909096689,"(40.5891967755653, -74.15547909096689)"
32364814,01/07/2016 11:17:30 PM,,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,11692,57-07 SHORE FRONT PARKWAY,SHORE FRONT PARKWAY,,,,,ADDRESS,Arverne,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,14 QUEENS,QUEENS,1043639,154176,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.58965471096831,-73.7861701276948,"(40.58965471096831, -73.7861701276948)"
32365013,01/07/2016 11:17:30 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11692,57-07 SHORE FRONT PARKWAY,SHORE FRONT PARKWAY,,,,,ADDRESS,Arverne,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,14 QUEENS,QUEENS,1043639,154176,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.58965471096831,-73.7861701276948,"(40.58965471096831, -73.7861701276948)"
32365213,01/07/2016 11:17:17 PM,,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,10031,723 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,09 MANHATTAN,MANHATTAN,999690,239780,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.8248027654127,-73.94421194034668,"(40.8248027654127, -73.94421194034668)"
32365893,01/07/2016 11:17:17 PM,,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10031,723 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,09 MANHATTAN,MANHATTAN,999690,239780,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.8248027654127,-73.94421194034668,"(40.8248027654127, -73.94421194034668)"
32365545,01/07/2016 11:17:17 PM,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10031,723 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,09 MANHATTAN,MANHATTAN,999690,239780,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.8248027654127,-73.94421194034668,"(40.8248027654127, -73.94421194034668)"
32359310,01/07/2016 11:17:17 PM,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10031,723 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,09 MANHATTAN,MANHATTAN,999690,239780,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.8248027654127,-73.94421194034668,"(40.8248027654127, -73.94421194034668)"
32359908,01/07/2016 11:17:17 PM,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10031,723 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,09 MANHATTAN,MANHATTAN,999690,239780,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.8248027654127,-73.94421194034668,"(40.8248027654127, -73.94421194034668)"
32361637,01/07/2016 11:17:17 PM,,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10031,723 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,09 MANHATTAN,MANHATTAN,999690,239780,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.8248027654127,-73.94421194034668,"(40.8248027654127, -73.94421194034668)"
32366873,01/07/2016 11:17:17 PM,,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10031,723 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,09 MANHATTAN,MANHATTAN,999690,239780,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.8248027654127,-73.94421194034668,"(40.8248027654127, -73.94421194034668)"
32363446,01/07/2016 11:17:17 PM,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10031,723 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,09 MANHATTAN,MANHATTAN,999690,239780,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.8248027654127,-73.94421194034668,"(40.8248027654127, -73.94421194034668)"
32366199,01/07/2016 11:17:17 PM,,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10031,723 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,09 MANHATTAN,MANHATTAN,999690,239780,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.8248027654127,-73.94421194034668,"(40.8248027654127, -73.94421194034668)"
32363006,01/07/2016 11:17:17 PM,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,DOOR/FRAME,RESIDENTIAL BUILDING,10031,723 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,09 MANHATTAN,MANHATTAN,999690,239780,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.8248027654127,-73.94421194034668,"(40.8248027654127, -73.94421194034668)"
32361698,01/07/2016 11:16:05 PM,,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11238,798 DEAN STREET,DEAN STREET,WASHINGTON AVENUE,GRAND AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,01/15/2016 11:16:05 PM,The Department of Parks and Recreation usually requires 8 days to review a request and determine the appropriate action. Please note your Service Request number for future reference.,,08 BROOKLYN,BROOKLYN,994387,186744,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67924009951775,-73.963452775456,"(40.67924009951775, -73.963452775456)"
32360896,01/07/2016 11:15:52 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10466,4040 CARPENTER AVENUE,CARPENTER AVENUE,,,,,ADDRESS,BRONX,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,12 BRONX,BRONX,1022327,263780,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.89060691355313,-73.86228332460803,"(40.89060691355313, -73.86228332460803)"
32363279,01/07/2016 11:15:51 PM,01/08/2016 01:07:45 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10027,656 WEST 125 STREET,WEST 125 STREET,ST CLAIRE PLACE,12 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,01/08/2016 07:15:51 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/08/2016 01:07:45 AM,09 MANHATTAN,MANHATTAN,995424,236988,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.817145941528125,-73.9596305676071,"(40.817145941528125, -73.9596305676071)"
32366011,01/07/2016 11:15:49 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10455,687 PROSPECT AVENUE,PROSPECT AVENUE,,,,,ADDRESS,BRONX,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,01 BRONX,BRONX,1011043,236500,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.81577295458802,-73.90320421787749,"(40.81577295458802, -73.90320421787749)"
32361792,01/07/2016 11:15:47 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10462,1657 UNIONPORT ROAD,UNIONPORT ROAD,,,,,ADDRESS,BRONX,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/07/2016 12:00:00 AM,11 BRONX,BRONX,1021495,246313,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.8426689163039,-73.86538957272353,"(40.8426689163039, -73.86538957272353)"
32367256,01/07/2016 11:15:46 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11237,50 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,04 BROOKLYN,BROOKLYN,1006230,196856,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.70697370475914,-73.92072188116123,"(40.70697370475914, -73.92072188116123)"
32366091,01/07/2016 11:15:37 PM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11214,,,,,,,,BROOKLYN,,N/A,Open,01/21/2016 11:15:37 PM,The Department of Parks and Recreation usually requires 14 days to respond to this type of complaint. Please note your Service Request number for future reference.,,13 BROOKLYN,BROOKLYN,,,Calvert Vaux,BROOKLYN,Calvert Vaux,B125,,,7189658900,"Graves End Bay, Bay 44th to 49th Streets, Shore Parkway",BROOKLYN,NY,11214,N,,,,,,,,,,,,,,
32361940,01/07/2016 11:14:37 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11221,610 MONROE STREET,MONROE STREET,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/07/2016 12:00:00 AM,03 BROOKLYN,BROOKLYN,1002965,189772,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.687537287314285,-73.9325178588788,"(40.687537287314285, -73.9325178588788)"
32360446,01/07/2016 11:14:08 PM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10471,223 WEST 262 STREET,WEST 262 STREET,BROADWAY,HUXLEY AVENUE,,,ADDRESS,BRONX,,Precinct,Assigned,01/08/2016 07:14:08 AM,Your complaint has been received by the Police Department and additional information will be available later.,01/08/2016 12:42:34 AM,08 BRONX,BRONX,1012697,270930,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.91026765410038,-73.89708263314505,"(40.91026765410038, -73.89708263314505)"
32362676,01/07/2016 11:12:44 PM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11208,720 FORBELL STREET,FORBELL STREET,LORING AVENUE,STANLEY AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Assigned,01/08/2016 07:12:44 AM,Your complaint has been received by the Police Department and additional information will be available later.,01/08/2016 01:31:18 AM,05 BROOKLYN,BROOKLYN,1022742,182321,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66702208737047,-73.86124902566513,"(40.66702208737047, -73.86124902566513)"
32363201,01/07/2016 11:12:36 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10036,440 WEST 47 STREET,WEST 47 STREET,9 AVENUE,10 AVENUE,,,ADDRESS,NEW YORK,,N/A,Pending,02/06/2016 11:12:36 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,01/07/2016 11:15:38 PM,04 MANHATTAN,MANHATTAN,986589,216939,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76212358117882,-73.99155664084782,"(40.76212358117882, -73.99155664084782)"
32366044,01/07/2016 11:12:33 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10039,304 WEST  147 STREET,WEST  147 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/07/2016 12:00:00 AM,10 MANHATTAN,MANHATTAN,1000537,239561,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82420015154935,-73.94115207863088,"(40.82420015154935, -73.94115207863088)"
32361112,01/07/2016 11:12:19 PM,01/07/2016 11:35:14 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11216,424 GATES AVENUE,GATES AVENUE,NOSTRAND AVENUE,MARCY AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/08/2016 07:12:19 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/07/2016 11:35:14 PM,03 BROOKLYN,BROOKLYN,998301,189338,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6863546900614,-73.94933610965663,"(40.6863546900614, -73.94933610965663)"
32366178,01/07/2016 11:11:46 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10039,304 WEST  147 STREET,WEST  147 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/07/2016 12:00:00 AM,10 MANHATTAN,MANHATTAN,1000537,239561,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82420015154935,-73.94115207863088,"(40.82420015154935, -73.94115207863088)"
32360128,01/07/2016 11:11:44 PM,01/08/2016 12:39:24 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10012,MAC DOUGAL STREET,MAC DOUGAL STREET,BLEECKER STREET,MINETTA LANE,,,BLOCKFACE,NEW YORK,,Precinct,Closed,01/08/2016 07:11:44 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,01/08/2016 12:39:24 AM,02 MANHATTAN,MANHATTAN,984015,205081,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72957665061743,-74.00084789238475,"(40.72957665061743, -74.00084789238475)"
32360195,01/07/2016 11:11:42 PM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11377,,,,,,,,WOODSIDE,,N/A,Open,01/21/2016 11:11:42 PM,The Department of Parks and Recreation usually requires 14 days to respond to this type of complaint. Please note your Service Request number for future reference.,,01 QUEENS,QUEENS,,,St Michaels Playground,QUEENS,St Michaels Playground,Q174A,,,7185205900,"30th to 31st Avenues, Boody Street and Brooklyn-Queens Expressway",WOODSIDE,NY,11377,N,,,,,,,,,,,,,,
32366773,01/07/2016 11:11:00 PM,01/07/2016 11:37:00 PM,DOT,Department of Transportation,Traffic Signal Condition,LED Lense,,10305,,,,,HYLAN BOULEVARD,BENTON AVENUE,INTERSECTION,STATEN ISLAND,,N/A,Closed,,,01/07/2016 11:37:00 PM,02 STATEN ISLAND,STATEN ISLAND,959979,155039,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.59218920172535,-74.0873908891912,"(40.59218920172535, -74.0873908891912)"
32359019,01/07/2016 11:10:35 PM,01/07/2016 11:39:26 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10010,WEST 24 STREET,WEST 24 STREET,FIFTH AVENUE,SIXTH AVENUE,,,BLOCKFACE,NEW YORK,,Precinct,Closed,01/08/2016 07:10:35 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/07/2016 11:39:26 PM,05 MANHATTAN,MANHATTAN,986806,209943,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74292127350237,-73.99077597011186,"(40.74292127350237, -73.99077597011186)"
32364052,01/07/2016 11:10:30 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11209,443 95 STREET,95 STREET,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01/07/2016 12:00:00 AM,10 BROOKLYN,BROOKLYN,975810,163455,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.615318618966974,-74.03039984188374,"(40.615318618966974, -74.03039984188374)"
32360769,01/07/2016 11:10:30 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10451,109 EAST  153 STREET,EAST  153 STREET,,,,,ADDRESS,BRONX,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/07/2016 12:00:00 AM,04 BRONX,BRONX,1004168,239466,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.823931962072784,-73.92803289633304,"(40.823931962072784, -73.92803289633304)"
32359207,01/07/2016 11:10:00 PM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10128,1711 FIRST AVENUE,FIRST AVENUE,E 88 ST,E 89 ST,,,ADDRESS,NEW YORK,,N/A,Open,,,,08 MANHATTAN,MANHATTAN,998600,222918,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.778523039343646,-73.94818638281397,"(40.778523039343646, -73.94818638281397)"
32364342,01/07/2016 11:09:49 PM,01/08/2016 01:03:35 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,11249,20 BROADWAY,BROADWAY,KENT AVENUE,DUNHAM PLACE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/08/2016 07:09:49 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/08/2016 01:03:35 AM,01 BROOKLYN,BROOKLYN,993079,198231,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71077064918109,-73.96815348945321,"(40.71077064918109, -73.96815348945321)"
32362958,01/07/2016 11:09:25 PM,,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11201,59 LIVINGSTON STREET,LIVINGSTON STREET,,,,,ADDRESS,BROOKLYN,,N/A,Open,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,01/07/2016 12:00:00 AM,02 BROOKLYN,BROOKLYN,986417,191323,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.69181394644889,-73.99218577797978,"(40.69181394644889, -73.99218577797978)"
